countyName,geometry,countyFIPS,stateName,population,2020-10-25,case_rate_100k
McLennan,"POLYGON ((-97.60522999999999 31.587762, -97.277265 31.745492, -97.037266 31.863079, -96.932215 31.708887, -96.80112299999999 31.522269, -97.27811299999999 31.279799, -97.34342599999999 31.244215, -97.418606 31.320202, -97.60522999999999 31.587762))",48309,TX,256623.0,9846.0,3836.756643013292
Morrow,"POLYGON ((-82.95840099999999 40.490664, -82.95771499999999 40.635653, -82.859753 40.646395, -82.85830199999999 40.705019, -82.838905 40.7126, -82.727164 40.711203, -82.68911299999999 40.711033, -82.627191 40.709416, -82.644977 40.666425, -82.623609 40.549879, -82.646503 40.345076, -82.74493099999999 40.34960299999999, -82.929588 40.358123, -82.924781 40.415004, -83.020798 40.433795, -82.95840099999999 40.490664))",39117,OH,35328.0,377.0,1067.1422101449275
Rawlins,"POLYGON ((-101.411028987802 40.00258256956759, -101.325514027519 40.0025653482305, -101.293991 40.002559, -101.060317 40.00230699999999, -100.75883 40.002302, -100.738824713191 40.0022629565677, -100.740873 39.568043, -101.389068 39.568369, -101.413913 39.568361, -101.411028987802 40.00258256956759))",20153,KS,2530.0,105.0,4150.197628458498
Menard,"POLYGON ((-89.99508999999999 40.108908, -89.970083 40.142264, -89.749196 40.126852, -89.638262 40.15487, -89.601688 40.122378, -89.579128 40.092415, -89.578289 39.976127, -89.69825899999999 39.975309, -89.701864 39.916787, -89.76916799999999 39.90235, -89.994506 39.901925, -89.99508999999999 40.108908))",17129,IL,12196.0,185.0,1516.8907838635619
Noble,"POLYGON ((-81.69414599999999 39.842636, -81.58031299999999 39.839104, -81.57858999999999 39.897683, -81.464108 39.89455, -81.38600599999999 39.950694, -81.234053 39.95127, -81.23731599999999 39.867828, -81.313591 39.869471, -81.319125 39.70736, -81.283075 39.605796, -81.39493399999999 39.601547, -81.47315999999999 39.645976, -81.47347099999999 39.583318, -81.588185 39.586973, -81.58613199999999 39.663993, -81.64320000000001 39.665681, -81.63988599999999 39.75342, -81.697442 39.755572, -81.69414599999999 39.842636))",39121,OH,14424.0,163.0,1130.06100942873
Thomas,"POLYGON ((-101.389068 39.568369, -100.740873 39.568043, -100.720213 39.568034, -100.721296 39.133381, -100.811858 39.13336, -101.391717 39.135117, -101.389068 39.568369))",20193,KS,7777.0,324.0,4166.1308988041665
Latah,"POLYGON ((-117.039833386028 47.1272689922541, -116.967735 47.115232, -116.835269 47.032452, -116.45812 47.036596, -116.329418 47.021915, -116.329436 46.934669, -116.32954 46.62795699999999, -116.456098 46.62909699999999, -116.61174 46.631245, -116.719085 46.542874, -117.039777655562 46.5417089920381, -117.039833386028 47.1272689922541))",16057,ID,40108.0,887.0,2211.5288720454773
Parker,"POLYGON ((-98.056094 33.003332, -97.92164199999999 33.001284, -97.679565 32.996373, -97.54418099999999 32.994177, -97.55058199999999 32.555391, -97.61706599999999 32.555484, -98.066836 32.558822, -98.056094 33.003332))",48367,TX,142878.0,2400.0,1679.7547558056524
Preble,"POLYGON ((-84.81412899999999 39.726556, -84.8141281379328 39.7266165116193, -84.81141710638049 39.9169136295798, -84.485367 39.918491, -84.479213 39.591024, -84.478927 39.56879, -84.81570594325549 39.5677216640274, -84.81412899999999 39.726556))",39135,OH,40882.0,657.0,1607.0642336480603
Clarke,"POLYGON ((-83.537385 33.965912, -83.50305399999999 33.999577, -83.454025 34.004809, -83.384863 34.037805, -83.360028 34.040572, -83.294479 34.008144, -83.25841299999999 33.999098, -83.278645 33.951745, -83.24086 33.90443, -83.27593299999999 33.847977, -83.41551199999999 33.918541, -83.508313 33.9312, -83.537385 33.965912))",13059,GA,128331.0,5699.0,4440.8599636876515
Osceola,"POLYGON ((-95.8609462015723 43.4999928849056, -95.83442099999999 43.499966, -95.48680299999999 43.500246, -95.4544322386606 43.50032208525, -95.38778759402189 43.5004787289074, -95.38807799999999 43.255221, -95.861914 43.257566, -95.8609462015723 43.4999928849056))",19143,IA,5958.0,276.0,4632.426988922457
Richland,"POLYGON ((-82.72479199999999 40.995638, -82.432852 40.992944, -82.41839399999999 40.81623, -82.338483 40.638502, -82.336962 40.555001, -82.374898 40.550871, -82.623609 40.549879, -82.644977 40.666425, -82.627191 40.709416, -82.68911299999999 40.711033, -82.727164 40.711203, -82.72479199999999 40.995638))",39139,OH,121154.0,1406.0,1160.506462848936
Refugio,"POLYGON ((-97.541071 28.164669, -97.375579 28.388684, -97.16075099999999 28.553475, -97.048529 28.549976, -96.915284 28.485797, -96.890951 28.507178, -96.81349399999999 28.430261, -96.76413199999999 28.426522, -96.79051199999999 28.319238, -97.12396 28.27231, -97.02358599999999 28.187657, -97.14491599999999 28.102622, -97.260818 28.075759, -97.31716299999999 28.137189, -97.427171 28.117668, -97.482384 28.168616, -97.541071 28.164669))",48391,TX,6948.0,309.0,4447.322970639033
Union,"POLYGON ((-89.5017910494998 37.5588957193232, -89.4977459260392 37.56998591392819, -89.45320199999999 37.60009, -89.153617 37.600237, -89.04140099999999 37.596576, -89.044799 37.329717, -89.248566 37.335298, -89.4744347243599 37.334500215676, -89.428185 37.356158, -89.42594 37.407471, -89.47120099999999 37.466473, -89.5124 37.52981, -89.5017910494998 37.5588957193232))",17181,IL,16653.0,780.0,4683.84074941452
Rusk,"POLYGON ((-94.985411 32.37082, -94.591703 32.365572, -94.57921899999999 32.394916, -94.55497099999999 32.407603, -94.49181799999999 32.394137, -94.53071399999999 32.271842, -94.5805 32.201363, -94.59997799999999 31.973193, -94.511431 31.973984, -94.510837 31.923201, -94.452416 31.844281, -94.93753199999999 31.845555, -94.98503699999999 31.846193, -94.98527199999999 32.137989, -94.985411 32.37082))",48401,TX,54406.0,992.0,1823.3283093776422
Warren,"POLYGON ((-93.790612 41.511916, -93.417688 41.511542, -93.328407 41.490921, -93.32788599999999 41.160659, -93.55755599999999 41.161271, -93.78919599999999 41.162035, -93.790612 41.511916))",19181,IA,51466.0,1236.0,2401.5855127657096
Wayne,"POLYGON ((-93.55654 40.898295, -93.097595 40.898451, -93.0972912037498 40.5838234773251, -93.135802 40.582854, -93.34544199999999 40.580514, -93.37438625876381 40.5803970326092, -93.5568966742717 40.5796594850605, -93.55654 40.898295))",19185,IA,6441.0,117.0,1816.4881229622729
Fillmore,"POLYGON ((-97.82477999999999 40.69853699999999, -97.36840099999999 40.698625, -97.36868799999999 40.350392, -97.82081599999999 40.350545, -97.82411399999999 40.350541, -97.82477999999999 40.69853699999999))",31059,NE,5462.0,94.0,1720.9813255217869
Hopkins,"POLYGON ((-95.861778 33.21933, -95.786682 33.253997, -95.731056 33.305222, -95.720231 33.299411, -95.673722 33.302117, -95.584549 33.359344, -95.50182699999999 33.347865, -95.308593 33.37719, -95.30895699999999 32.962572, -95.66538899999999 32.960434, -95.66950799999999 32.97956, -95.862521 32.979571, -95.861778 33.21933))",48223,TX,37084.0,609.0,1642.2176679969798
Smith,"POLYGON ((-95.59454099999999 32.687026, -95.469093 32.605642, -95.413061 32.607111, -95.412773 32.606955, -95.412601 32.606805, -95.412234 32.606108, -95.411919 32.605728, -95.411343 32.605404, -95.41075099999999 32.60524, -95.41068899999999 32.605071, -95.410724 32.604613, -95.410467 32.60455, -95.41008699999999 32.604666, -95.40870699999999 32.604568, -95.408586 32.604597, -95.40836 32.60475, -95.40814399999999 32.605007, -95.40800899999999 32.60534, -95.407777 32.605539, -95.40744099999999 32.605547, -95.407219 32.605652, -95.406747 32.605932, -95.406294 32.606296, -95.406053 32.606357, -95.40545899999999 32.606378, -95.40463899999999 32.606741, -95.40439099999999 32.606766, -95.4041 32.606735, -95.403893 32.606617, -95.403767 32.606439, -95.40373799999999 32.606088, -95.40382099999999 32.605887, -95.40415499999999 32.605489, -95.404461 32.605369, -95.404923 32.605347, -95.405451 32.604942, -95.405614 32.60461799999999, -95.405683 32.604308, -95.405637 32.60403, -95.405529 32.6038, -95.40532499999999 32.603692, -95.405115 32.60371, -95.40420499999999 32.604146, -95.40380499999999 32.604263, -95.40339399999999 32.60421, -95.403082 32.603879, -95.402745 32.603665, -95.402221 32.603443, -95.40177 32.603395, -95.401628 32.60342, -95.401512 32.603516, -95.401439 32.603682, -95.40143499999999 32.603893, -95.40183399999999 32.604384, -95.40199299999999 32.605043, -95.402034 32.605531, -95.402233 32.606178, -95.40212799999999 32.606271, -95.401753 32.606285, -95.40145 32.605785, -95.401161 32.605379, -95.401157 32.605192, -95.400971 32.604892, -95.40056299999999 32.604551, -95.40032099999999 32.604528, -95.40021399999999 32.60461799999999, -95.400324 32.605389, -95.400353 32.606006, -95.40002699999999 32.605936, -95.39983699999999 32.606003, -95.39958299999999 32.606401, -95.39941899999999 32.606395, -95.39885699999999 32.60602, -95.39864899999999 32.605375, -95.39843399999999 32.605119, -95.398118 32.605024, -95.397099 32.605001, -95.396427 32.604929, -95.396052 32.60477, -95.39583399999999 32.604553, -95.395748 32.604318, -95.39575699999999 32.603852, -95.39583499999999 32.603613, -95.396165 32.603125, -95.396338 32.602767, -95.39680299999999 32.602319, -95.39684 32.602145, -95.396793 32.602049, -95.39603 32.601489, -95.39575099999999 32.601335, -95.395471 32.601261, -95.394847 32.601197, -95.39455799999999 32.601256, -95.39437599999999 32.601345, -95.394194 32.601621, -95.39384699999999 32.60174, -95.39271599999999 32.601484, -95.391306 32.601258, -95.39078499999999 32.601022, -95.390349 32.600714, -95.38989199999999 32.600265, -95.389754 32.599974, -95.389808 32.599697, -95.390051 32.599299, -95.39001999999999 32.599162, -95.389883 32.599027, -95.389629 32.5989, -95.389252 32.59886, -95.388751 32.59894, -95.38845999999999 32.599081, -95.387889 32.599503, -95.387823 32.599671, -95.387816 32.600026, -95.387756 32.600271, -95.387647 32.600423, -95.38748 32.60053, -95.387101 32.60056, -95.386634 32.600534, -95.38550099999999 32.600416, -95.385161 32.60043, -95.38482999999999 32.600572, -95.38475199999999 32.600735, -95.38469499999999 32.60119299999999, -95.38476999999999 32.601432, -95.38474099999999 32.601709, -95.384607 32.601891, -95.384097 32.602142, -95.383681 32.602162, -95.38291199999999 32.602015, -95.38217499999999 32.601944, -95.381952 32.601852, -95.38178599999999 32.601658, -95.38177899999999 32.601484, -95.38194999999999 32.601245, -95.38241099999999 32.601002, -95.38251 32.600853, -95.382143 32.599973, -95.38222499999999 32.599027, -95.382126 32.59872, -95.38193099999999 32.598492, -95.381485 32.59838, -95.380819 32.59849, -95.38045299999999 32.59867, -95.37953399999999 32.599297, -95.379025 32.59934399999999, -95.378389 32.599317, -95.378226 32.599282, -95.377668 32.599023, -95.377432 32.598872, -95.376136 32.597692, -95.37567 32.597439, -95.37521699999999 32.597409, -95.37505299999999 32.597448, -95.37491999999999 32.597535, -95.37485199999999 32.597915, -95.37452499999999 32.598191, -95.37442799999999 32.598351, -95.37441899999999 32.598594, -95.37463 32.598943, -95.37466499999999 32.599151, -95.37441699999999 32.599604, -95.37417499999999 32.599845, -95.374127 32.599978, -95.37415999999999 32.600154, -95.374499 32.600644, -95.374568 32.600923, -95.37482999999999 32.602719, -95.37480000000001 32.602891, -95.374691 32.603037, -95.374539 32.603098, -95.37415899999999 32.603133, -95.37369799999999 32.603433, -95.37346199999999 32.603507, -95.37329699999999 32.603485, -95.37287599999999 32.603085, -95.372535 32.602871, -95.372331 32.602836, -95.371966 32.602885, -95.37168199999999 32.603091, -95.37047799999999 32.604734, -95.370215 32.60484, -95.37000599999999 32.60481499999999, -95.369305 32.604557, -95.36838899999999 32.604429, -95.367251 32.604158, -95.36695899999999 32.604127, -95.366074 32.604148, -95.36472599999999 32.603543, -95.364119 32.603333, -95.363827 32.603341, -95.363687 32.603422, -95.363558 32.603606, -95.36350999999999 32.60378, -95.363495 32.604382, -95.36268699999999 32.604903, -95.36233399999999 32.605206, -95.362202 32.605863, -95.361789 32.60666399999999, -95.36141699999999 32.606904, -95.36097699999999 32.606979, -95.36057 32.6069, -95.35986 32.60667, -95.35965 32.606653, -95.35936099999999 32.606693, -95.35910199999999 32.606809, -95.358705 32.607073, -95.358453 32.607439, -95.358295 32.607948, -95.35810499999999 32.608086, -95.35781399999999 32.608077, -95.357553 32.607897, -95.357056 32.607115, -95.35677799999999 32.606766, -95.35641299999999 32.606589, -95.355434 32.606358, -95.354355 32.605626, -95.35350199999999 32.605306, -95.352172 32.605103, -95.35149699999999 32.605125, -95.35117299999999 32.605286, -95.351012 32.605449, -95.35094699999999 32.605652, -95.35105399999999 32.605843, -95.35161099999999 32.60622, -95.351744 32.606518, -95.351736 32.60698, -95.351648 32.607142, -95.351238 32.60745, -95.350921 32.607551, -95.35058099999999 32.607546, -95.35037699999999 32.607497, -95.35007899999999 32.607295, -95.34957799999999 32.606814, -95.349087 32.606108, -95.348281 32.605483, -95.347668 32.605167, -95.34733199999999 32.605147, -95.347105 32.605235, -95.346991 32.605421, -95.34700699999999 32.606094, -95.346913 32.606366, -95.34690599999999 32.606575, -95.34707899999999 32.606811, -95.34763799999999 32.607128, -95.34771099999999 32.607439, -95.347521 32.607622, -95.346586 32.608083, -95.34638799999999 32.608311, -95.346414 32.608485, -95.346391 32.608894, -95.34620000000001 32.609119, -95.34595 32.609291, -95.34592099999999 32.609152, -95.345591 32.608781, -95.34518899999999 32.608471, -95.34475599999999 32.60803, -95.344672 32.607827, -95.34464 32.607549, -95.34468699999999 32.60745, -95.344965 32.607262, -95.345592 32.607219, -95.34582899999999 32.607075, -95.345958 32.606851, -95.34607 32.606476, -95.34608299999999 32.606228, -95.34602799999999 32.606023, -95.345716 32.605522, -95.34525599999999 32.605209, -95.34487999999999 32.605192, -95.34443499999999 32.605458, -95.344194 32.605511, -95.34393999999999 32.605382, -95.34387199999999 32.605032, -95.34395699999999 32.604833, -95.344472 32.604277, -95.34447899999999 32.604135, -95.34440599999999 32.603969, -95.344179 32.603761, -95.343801 32.60371, -95.34358999999999 32.603735, -95.34282399999999 32.604044, -95.34261599999999 32.604079, -95.341314 32.603983, -95.34108599999999 32.603996, -95.34092 32.604241, -95.34091699999999 32.604346, -95.34115799999999 32.604951, -95.34126999999999 32.605584, -95.341173 32.605814, -95.340885 32.605963, -95.34047 32.606019, -95.33994899999999 32.605865, -95.339592 32.605669, -95.33933999999999 32.605385, -95.33918 32.604444, -95.33926199999999 32.604097, -95.339422 32.603766, -95.33945799999999 32.603414, -95.33933399999999 32.603195, -95.33896899999999 32.603021, -95.33834999999999 32.603001, -95.33711199999999 32.603485, -95.33698299999999 32.60358, -95.33689799999999 32.603817, -95.33694799999999 32.604059, -95.33721899999999 32.604419, -95.33762399999999 32.604732, -95.33783299999999 32.604951, -95.337902 32.605224, -95.33775199999999 32.605431, -95.33743699999999 32.605531, -95.33710099999999 32.605519, -95.33667899999999 32.605295, -95.336551 32.605096, -95.33644699999999 32.604354, -95.336303 32.604021, -95.336179 32.603921, -95.33591299999999 32.603813, -95.33528 32.603768, -95.334165 32.603997, -95.333415 32.604244, -95.333119 32.604278, -95.332534 32.604186, -95.33216399999999 32.604252, -95.16497299999999 32.544583, -95.15340999999999 32.570115, -95.01503699999999 32.542696, -95.009992 32.516478, -94.986935 32.537246, -94.985411 32.37082, -94.98527199999999 32.137989, -95.459908 32.135559, -95.478585 32.147224, -95.488733 32.232486, -95.44916499999999 32.355233, -95.5943 32.479858, -95.59454099999999 32.687026))",48423,TX,232751.0,4317.0,1854.771837714983
Hunt,"POLYGON ((-96.29722699999999 32.981752, -96.295413 33.351936, -95.858723 33.40953, -95.861778 33.21933, -95.862521 32.979571, -95.9453 32.979877, -95.98725899999999 32.876415, -95.934433 32.837217, -96.07680099999999 32.838489, -96.29732199999999 32.841723, -96.29722699999999 32.981752))",48231,TX,98594.0,1944.0,1971.7224171856299
Sullivan,"POLYGON ((-75.14666489928589 41.8501259301463, -74.780693 42.016375, -74.45368499999999 41.875595, -74.575086 41.745258, -74.395071 41.644876, -74.36705499999999 41.590977, -74.47561899999999 41.503953, -74.76143499999999 41.490245, -74.7562718347252 41.4276274285434, -74.79954599999999 41.43129, -74.89035799999999 41.455324, -74.982463 41.496467, -75.04387899999999 41.575094, -75.04619860591168 41.6037640199027, -75.04928099999999 41.641862, -75.053431 41.752538, -75.074412 41.802191, -75.11336899999999 41.840698, -75.14666489928589 41.8501259301463))",36105,NY,75432.0,1743.0,2310.6904231625836
Madison,"POLYGON ((-96.24101999999999 30.973737, -95.975218 31.091967, -95.76441 31.094211, -95.656487 31.079339, -95.681158 30.986958, -95.61787199999999 30.930418, -95.629775 30.899932, -95.71650799999999 30.911405, -95.86305899999999 30.864125, -96.16837 30.822997, -96.207477 30.947081, -96.24101999999999 30.973737))",48313,TX,14284.0,757.0,5299.635956314758
Warren,"POLYGON ((-78.300414 38.943592, -78.31407999999999 39.007994, -78.163871 39.017928, -78.151614 39.036629, -78.058571 39.019206, -78.004313 38.97943799999999, -78.062016 38.891926, -78.130574 38.864865, -78.201026 38.776568, -78.28480499999999 38.759315, -78.290403 38.780373, -78.39470399999999 38.82279, -78.300414 38.943592))",51187,VA,40164.0,570.0,1419.1813564386018
Chenango,"POLYGON ((-75.889832 42.723844, -75.428668 42.745421, -75.29587699999999 42.744106, -75.33014299999999 42.568082, -75.403626 42.509063, -75.374905 42.410784, -75.415319 42.314151, -75.418421 42.195032, -75.483638 42.195183, -75.63710999999999 42.195628, -75.638299 42.248686, -75.836502 42.244283, -75.86402 42.415702, -75.889832 42.723844))",36017,NY,47207.0,381.0,807.0836952146927
Washington,"POLYGON ((-96.73446899999999 30.241229, -96.640883 30.296786, -96.31420399999999 30.382076, -96.299173 30.379152, -96.27245499999999 30.358468, -96.17866099999999 30.394718, -96.15463 30.330288, -96.094404 30.309371, -96.093165 30.225187, -96.15900999999999 30.206613, -96.19178199999999 30.13842, -96.146052 30.070224, -96.160472 30.053409, -96.29284899999999 30.09615, -96.62197999999999 30.044283, -96.647223 30.145174, -96.794552 30.160545, -96.73446899999999 30.241229))",48477,TX,35882.0,700.0,1950.8388607101053
Liberty,"POLYGON ((-95.165897 30.344976, -94.85252 30.482907, -94.849414 30.493553, -94.77734099999999 30.489002, -94.732732 30.490066, -94.59633799999999 30.112101, -94.44490999999999 30.113015, -94.442235 29.889538, -94.98146 29.884276, -94.99983399999999 29.991322, -95.02677199999999 29.996739, -95.035692 30.005064, -95.09670799999999 30.167214, -95.165897 30.344976))",48291,TX,88219.0,2291.0,2596.9462360715947
Morgan,"POLYGON ((-87.10507299999999 34.686037, -86.83819 34.556534, -86.79005599999999 34.55079, -86.689353 34.586425, -86.64639299999999 34.548921, -86.57885499999999 34.58135499999999, -86.55016599999999 34.545963, -86.58131999999999 34.371094, -86.581936 34.304694, -87.11011099999999 34.313799, -87.10507299999999 34.686037))",01103,AL,119679.0,4164.0,3479.307146617201
Washington,"POLYGON ((-96.0008102061996 36.9992010529279, -95.96427123210219 36.9992231442824, -95.928122 36.99924499999999, -95.78676187077819 36.999270917592, -95.80982 36.94193, -95.80954 36.59754, -95.81233999999999 36.579426, -95.812342 36.42358, -96.001171 36.423686, -96.0008102061996 36.9992010529279))",40147,OK,51527.0,1302.0,2526.830593669338
Greene,"POLYGON ((-78.55314299999999 38.334824, -78.48573999999999 38.421579, -78.45280099999999 38.475527, -78.429626 38.366704, -78.34897099999999 38.277413, -78.288837 38.272656, -78.36874299999999 38.184074, -78.663145 38.277933, -78.55314299999999 38.334824))",51079,VA,19819.0,292.0,1473.3336697108834
Washington,"POLYGON ((-80.51912 40.01641, -80.5190843704566 40.1596719951181, -80.51903899999999 40.342101, -80.51902969119411 40.3996410563407, -80.51901711734739 40.4773631462371, -80.360873 40.477539, -80.18228499999999 40.33224, -79.91413899999999 40.25251799999999, -79.95607299999999 40.213582, -79.87058499999999 40.197415, -79.90488999999999 40.154231, -79.87738499999999 40.12679199999999, -79.838999 40.090601, -79.877048 40.036826, -79.998014 39.983322, -80.301396 40.020559, -80.5191607943145 39.96220005252189, -80.51912 40.01641))",42125,PA,206865.0,1860.0,899.1371184105576
Perry,"POLYGON ((-87.52519799999999 32.655713, -87.47391499999999 32.655867, -87.472174 32.83062, -87.4212 32.874508, -87.319473 32.875124, -87.31918399999999 32.831522, -87.01915699999999 32.837034, -87.01776199999999 32.729532, -87.110817 32.489948, -87.423153 32.482965, -87.42174399999999 32.308101, -87.47308 32.307614, -87.52428999999999 32.307293, -87.524485 32.482028, -87.52519799999999 32.655713))",01105,AL,8923.0,592.0,6634.539952930629
Marshall,"POLYGON ((-80.869933 39.763555, -80.824969 39.801092, -80.824276 39.847159, -80.82343810478589 39.8500320873964, -80.803394 39.918762, -80.76447899999999 39.95025, -80.74012599999999 39.970793, -80.7382184399836 40.0335432260784, -80.51912 40.01641, -80.5191607943145 39.96220005252189, -80.51934199999999 39.721403, -80.83552169300749 39.7192518022001, -80.869933 39.763555))",54051,WV,30531.0,281.0,920.3760112672365
Pickens,"POLYGON ((-88.31713499999999 33.184123, -88.30444281351039 33.28832, -88.27451647078369 33.5340014777852, -87.946519 33.524065, -87.840683 33.524839, -87.837521 33.153637, -87.96834799999999 33.078235, -88.149395 33.037298, -88.171852 32.99586, -88.3400849921393 32.991264337875, -88.31713499999999 33.184123))",01107,AL,19930.0,852.0,4274.9623682890115
Frederick,"POLYGON ((-78.508132 39.08862999999999, -78.413943 39.158415, -78.428697 39.187217, -78.40497999999999 39.238006, -78.40181299999999 39.276754, -78.34048 39.353492, -78.33713299999999 39.409169, -78.347087 39.466012, -78.2291295342185 39.3906638872041, -78.18737 39.363989, -78.0331852353666 39.2646248420052, -78.0331834609342 39.2646236984747, -78.101984 39.106291, -78.151614 39.036629, -78.163871 39.017928, -78.31407999999999 39.007994, -78.336648 39.101997, -78.39162399999999 39.101897, -78.45413599999999 39.027797, -78.53226618655701 39.0527645240444, -78.508132 39.08862999999999), (-78.20016799999999 39.179879, -78.183183 39.131027, -78.136725 39.184371, -78.159931 39.203099, -78.187794 39.20487, -78.20016799999999 39.179879))",51069,VA,89313.0,1149.0,1286.4868496187564
Morgan,"POLYGON ((-78.46095099999999 39.525987, -78.43817899999999 39.563524, -78.382959 39.622246, -78.3327880214991 39.6285275964988, -78.31303299999999 39.631001, -78.22507499999999 39.658878, -78.08225999999999 39.671166, -78.02762910017319 39.6206559623441, -78.138937 39.593796, -78.2291295342185 39.3906638872041, -78.347087 39.466012, -78.45774899999999 39.5109, -78.46826959500289 39.5262242704717, -78.46095099999999 39.525987))",54065,WV,17884.0,134.0,749.2730932677254
Humphreys,"POLYGON ((-90.71627699999999 33.270032, -90.555211 33.270533, -90.555549 33.329181, -90.453233 33.329484, -90.413236 33.23532, -90.33158899999999 33.302825, -90.33031199999999 33.137818, -90.43195 33.095917, -90.364031 33.010596, -90.44932299999999 33.00901, -90.449893 32.92329, -90.656632 32.92251, -90.65804899999999 33.096514, -90.70184499999999 33.096294, -90.67960699999999 33.102483, -90.680319 33.201971, -90.71627699999999 33.270032))",28053,MS,8064.0,449.0,5567.956349206349
DeKalb,"POLYGON ((-94.60537699999999 40.039217, -94.2188 40.034885, -94.20359499999999 40.025048, -94.205844 39.788954, -94.205961 39.745841, -94.60225699999999 39.747195, -94.60283 39.819906, -94.60537699999999 40.039217))",29063,MO,12547.0,300.0,2391.009803140193
Schuyler,"POLYGON ((-92.68669299999999 40.589809, -92.63790329359949 40.5909565470979, -92.453745 40.595288, -92.35080418672639 40.5972572763761, -92.349975 40.346505, -92.684167 40.343466, -92.70931999999999 40.445893, -92.683402 40.560937, -92.71459726304501 40.5895828338363, -92.68669299999999 40.589809))",29197,MO,4660.0,41.0,879.8283261802575
Floyd,"POLYGON ((-80.56826 36.960672, -80.543933 36.984639, -80.52037899999999 37.011234, -80.347858 37.021593, -80.17812499999999 37.1134, -80.12867399999999 37.122901, -80.134619 36.964655, -80.235455 36.87213, -80.386909 36.797676, -80.45857199999999 36.738359, -80.46418 36.708718, -80.63398699999999 36.93178, -80.56826 36.960672))",51063,VA,15749.0,241.0,1530.2558892628103
Marion,"POLYGON ((-80.49816299999999 39.563327, -80.43283699999999 39.639292, -80.39581 39.637347, -80.347466 39.611665, -80.153532 39.610426, -79.938878 39.452465, -80.087334 39.386215, -80.19728599999999 39.393186, -80.28206299999999 39.435449, -80.494085 39.469599, -80.49816299999999 39.563327))",54049,WV,56072.0,370.0,659.8658867170781
Harrison,"POLYGON ((-80.531808 39.360121, -80.544521 39.42912, -80.494085 39.469599, -80.28206299999999 39.435449, -80.19728599999999 39.393186, -80.19950399999999 39.27068999999999, -80.166387 39.242283, -80.224687 39.170977, -80.22717299999999 39.112792, -80.300209 39.103857, -80.577815 39.167711, -80.596126 39.167069, -80.528756 39.195706, -80.603684 39.291041, -80.531808 39.360121))",54033,WV,67256.0,638.0,948.6142500297371
Fulton,"POLYGON ((-84.3995487854742 41.70592135740559, -84.36041904139729 41.7069558826335, -84.134417 41.712931, -83.88039046535329 41.7201944903196, -83.882943 41.487543, -84.34190199999999 41.485519, -84.342051 41.514107, -84.380735 41.513942, -84.38131199999999 41.61673, -84.3995487854742 41.70592135740559))",39051,OH,42126.0,557.0,1322.2238047761477
Gilmer,"POLYGON ((-81.00277699999999 38.846025, -81.033632 39.009584, -81.00263099999999 39.009585, -80.81296999999999 39.109401, -80.728326 39.095679, -80.716815 39.00843, -80.60579899999999 38.904167, -80.669962 38.892688, -80.98495 38.717898, -81.05190899999999 38.779996, -81.00277699999999 38.846025))",54021,WV,7823.0,64.0,818.100472964336
Clinton,"POLYGON ((-94.60225699999999 39.747195, -94.205961 39.745841, -94.208423 39.5272, -94.21064199999999 39.454682, -94.600819 39.456155, -94.601215 39.53017, -94.60225699999999 39.747195))",29049,MO,20387.0,495.0,2428.017854515132
Giles,"POLYGON ((-87.23205399999999 35.292704, -87.20657799999999 35.433207, -87.12911199999999 35.456019, -86.960804 35.417021, -86.90650099999999 35.314111, -86.828301 35.263677, -86.83628631594951 34.992803004217, -87.2107585799823 34.9990491809997, -87.21668299999999 34.999148, -87.2240536418757 34.9992307419721, -87.2153 35.286625, -87.23205399999999 35.292704))",47055,TN,29464.0,969.0,3288.759163725224
Boone,"POLYGON ((-81.932507 38.025356, -81.95326299999999 38.118878, -81.87877899999999 38.13720199999999, -81.83346999999999 38.20957, -81.64386999999999 38.220759, -81.51583599999999 38.11236, -81.456632 37.987307, -81.571534 37.927707, -81.514228 37.791211, -81.57652999999999 37.76331, -81.60753199999999 37.788709, -81.72213599999999 37.809507, -81.785641 37.936404, -81.980248 37.9865, -81.932507 38.025356))",54005,WV,21457.0,338.0,1575.2435102763666
Hancock,"POLYGON ((-89.69993208284079 30.454036880786, -89.64707199999999 30.502738, -89.54451 30.516862, -89.54423199999999 30.648368, -89.34144599999999 30.64772, -89.340847 30.357995, -89.3070237608445 30.3039947802441, -89.344746 30.293196, -89.42462399999999 30.245391, -89.44746499999999 30.205098, -89.475824 30.191561, -89.52450399999999 30.180753, -89.60765499999999 30.217096, -89.634208 30.308256, -89.67851399999999 30.414012, -89.69993208284079 30.454036880786))",28045,MS,47632.0,850.0,1784.514612025529
Neshoba,"POLYGON ((-89.31916299999999 32.931654, -89.01772299999999 32.931326, -88.930505 32.91924, -88.914413 32.9266, -88.91451599999999 32.576955, -89.317588 32.576458, -89.31916299999999 32.931654))",28099,MS,29118.0,1854.0,6367.195549144859
Kalkaska,"POLYGON ((-85.332836 44.812372, -85.327696 44.850707, -84.847309 44.858037, -84.85092899999999 44.511069, -85.334 44.512303, -85.332836 44.812372))",26079,MI,18038.0,121.0,670.8060760616477
Poinsett,"POLYGON ((-91.03696699999999 35.708418, -90.28673599999999 35.699914, -90.28689899999999 35.438573, -90.50242899999999 35.441726, -90.610753 35.448769, -91.03922999999999 35.444717, -91.03696699999999 35.708418))",05111,AR,23528.0,1031.0,4382.012920775246
