countyName,geometry,countyFIPS,stateName,population,2020-10-25,case_rate_100k
Dare,"POLYGON ((-76.008348 35.895802, -75.973152 35.976643, -75.840046 36.028834, -75.76627999999999 36.056956, -75.7706514625597 36.23208030705079, -75.71831 36.113674, -75.658537 36.02043, -75.569794 35.863301, -75.51900999999999 35.769087, -75.49608599999999 35.728515, -75.458659 35.596597, -75.48677099999999 35.391652, -75.533627 35.225825, -75.635493 35.22026, -75.74956142396221 35.1856163621922, -75.814021 35.500182, -75.901342 35.668952, -76.027479 35.668849, -76.008348 35.895802))",37055,NC,37009.0,361.0,975.4384068740036
McKenzie,"POLYGON ((-104.045313 47.331955, -104.044976739577 47.3970647144107, -104.043912 47.603229, -104.042384 47.803256, -104.043933 47.971515, -104.044093106669 47.9960816799606, -103.919789 47.95594999999999, -103.856306 48.015072, -103.800817 47.994269, -103.784394 48.059491, -103.709454 48.065462, -103.742216 48.093403, -103.597614 48.134392, -103.548572 48.08772399999999, -103.584774 48.05412399999999, -103.485072 48.006725, -103.42837 48.03592399999999, -103.288366 48.040123, -103.225965 48.075123, -103.20189 48.135208, -103.107083 48.146494, -102.828477 48.123664, -102.663487 48.076651, -102.551964 47.997149, -102.644764 47.906715, -102.642266 47.823713, -102.642669 47.674012, -103.09967 47.674518, -103.099197 47.328714, -103.666675 47.329256, -104.045308341358 47.3301401263698, -104.045313 47.331955))",38053,ND,15024.0,501.0,3334.664536741214
Essex,"POLYGON ((-74.25599799999999 43.969797, -74.28187 44.120552, -74.09349 44.137615, -74.141424 44.40726799999999, -73.90968699999999 44.429699, -73.669281 44.441355, -73.49660399999999 44.486081, -73.463838 44.537681, -73.3479832324265 44.546162853597, -73.312871 44.50724599999999, -73.29361299999999 44.440559, -73.320954 44.382669, -73.334637 44.356877, -73.324229 44.310023, -73.31745597466509 44.2635221898768, -73.31661799999999 44.257769, -73.34988899999999 44.230356, -73.395399 44.166903, -73.3998685693646 44.1524856476917, -73.416319 44.099422, -73.43688 44.042578, -73.40597699999999 44.011485, -73.411248 43.975596, -73.407742 43.929887, -73.37405099999999 43.875563, -73.39030199999999 43.817371, -73.3825261495399 43.8081589885495, -73.43812 43.803687, -74.057005 43.744513, -74.047062 43.796343, -74.14907599999999 43.82961299999999, -74.213734 43.810875, -74.336826 43.925223, -74.25599799999999 43.969797))",36031,NY,36885.0,197.0,534.092449505219
Lake,"POLYGON ((-121.332413 43.356663, -121.332969 43.616645, -120.377752 43.615946, -120.35095 43.6116, -119.896581 43.611164, -119.896969 43.17901699999999, -119.932611 43.178963, -119.931595 42.917005, -119.943779 42.746371, -119.365337 42.74895799999999, -119.360123119603 41.9940922549812, -119.72573 41.996296, -119.999168 41.99454, -120.181563 41.994588, -120.501069 41.993785, -120.692219 41.993677, -120.879925710236 41.9934832599849, -120.883327 42.744214, -121.349679 42.746644, -121.332413 43.356663))",41037,OR,7869.0,35.0,444.7833269792858
Jasper,"POLYGON ((-81.2842383817656 32.547110946285, -81.014625 32.753058, -80.90244799999999 32.621561, -80.869705 32.660935, -80.83654799999999 32.608845, -80.81868999999999 32.463935, -80.841458 32.385064, -80.93494 32.300108, -81.00636899999999 32.306521, -81.016177 32.243012, -80.8674276818916 32.07849, -80.88551699999999 32.0346, -80.943226 32.057824, -81.006745 32.101152, -81.038265 32.084469, -81.11333399999999 32.113205, -81.119361 32.177142, -81.14759517045539 32.2271694465971, -81.153531 32.237687, -81.128034 32.276297, -81.133032 32.334794, -81.1734737944861 32.3849027808867, -81.194931 32.411489, -81.194829 32.465086, -81.27492699999999 32.544158, -81.2842383817656 32.547110946285))",45053,SC,30073.0,915.0,3042.5963488843813
Gregory,"POLYGON ((-99.534481 43.499801, -99.29799799999999 43.499669, -99.31007299999999 43.467935, -99.152889 43.426908, -99.06928499999999 43.320688, -98.981253 43.258945, -98.896783 43.246909, -98.86876199999999 43.162009, -98.77340599999999 43.145919, -98.69046 43.076556, -98.52487099999999 43.039347, -98.49854999999999 42.99856, -98.84799199999999 42.998255, -99.2544550123166 42.99822092678669, -99.53405501480901 42.9981974883181, -99.534481 43.499801))",46053,SD,4185.0,208.0,4970.131421744325
Montgomery,"POLYGON ((-86.496774 32.344437, -86.459552 32.405441, -86.41117199999999 32.409937, -86.262006 32.50169, -86.192284 32.43613, -86.046402 32.406146, -86.02301199999999 32.419978, -85.991283 32.336098, -85.919293 32.274382, -85.98655699999999 32.272342, -85.999157 32.250543, -85.99785899999999 32.141605, -85.996853 32.051049, -85.99556299999999 31.967554, -86.191379 31.966453, -86.302217 31.965065, -86.30361599999999 32.051664, -86.40627599999999 32.050731, -86.408272 32.208976, -86.408771 32.244309, -86.422236 32.253717, -86.448746 32.263595, -86.458512 32.274092, -86.48062999999999 32.271458, -86.484701 32.284492, -86.474479 32.331547, -86.496774 32.344437))",01101,AL,226486.0,10250.0,4525.666045583392
Fresno,"POLYGON ((-120.65595 36.952832, -120.590566 36.952641, -120.541696 37.044505, -120.450341 36.911172, -120.456246 36.862863, -120.370256 36.78494, -120.229179 36.769687, -120.057776 36.82286, -120.028143 36.814485, -119.932338 36.843323, -119.814421 36.850138, -119.713182 36.991638, -119.705356 36.999794, -119.621116 37.026605, -119.604908 37.071016, -119.562979 37.064095, -119.567234 37.115946, -119.506733 37.150554, -119.470844 37.110548, -119.43306 37.161516, -119.36275 37.167201, -119.330573 37.205791, -119.335189 37.31077399999999, -119.286658 37.374943, -119.022363 37.585737, -118.91706 37.550336, -118.850474 37.475796, -118.775014 37.463052, -118.786736 37.34338, -118.716016 37.328208, -118.654593 37.141826, -118.592661 37.138147, -118.437137 37.059818, -118.360831 36.887734, -118.389758 36.834466, -118.360586 36.744773, -118.982441 36.741646, -118.984779 36.65714699999999, -119.088295 36.657514, -119.174791 36.658878, -119.304625 36.660606, -119.305102 36.573725, -119.466322 36.575238, -119.546131 36.508963, -119.573194 36.488835, -119.6664 36.41888, -119.754213 36.402023, -119.959227 36.400975, -119.959058 36.181747, -120.315068 35.907186, -120.433053 35.968933, -120.667551 36.138057, -120.62691 36.203227, -120.678582 36.267319, -120.596562 36.328488, -120.597155 36.488235, -120.918731 36.740381, -120.65595 36.952832))",06019,CA,999101.0,30590.0,3061.752515511445
Orange,"POLYGON ((-81.658597 28.76687, -81.646513 28.785872, -81.414446 28.784955, -81.45916 28.714033, -81.459728 28.640196, -81.415204 28.640077, -81.32789 28.610277, -81.12900599999999 28.612535, -80.98725 28.612997, -80.952011 28.604792, -80.88088999999999 28.503633, -80.86290799999999 28.347487, -81.094674 28.348105, -81.30957099999999 28.348051, -81.657268 28.347098, -81.657281 28.546294, -81.658597 28.76687))",12095,FL,1393452.0,45042.0,3232.404130174559
Pike,"POLYGON ((-84.536991 33.03673, -84.49678299999999 33.183866, -84.451336 33.208889, -84.24818499999999 33.189019, -84.24865899999999 33.03933, -84.26916899999999 33.031438, -84.27014 32.991011, -84.48970799999999 32.993729, -84.50545699999999 32.972853, -84.52701999999999 32.970548, -84.536991 33.03673))",13231,GA,18962.0,385.0,2030.3765425588017
Newton,"POLYGON ((-84.044493 33.525776, -84.00327799999999 33.554875, -83.930863 33.651823, -83.914823 33.744203, -83.790705 33.666656, -83.69155099999999 33.616989, -83.68089599999999 33.596919, -83.67764 33.571548, -83.68219599999999 33.52622, -83.674644 33.487225, -83.824922 33.437263, -83.863058 33.368278, -83.912516 33.417752, -83.923913 33.444194, -83.94652599999999 33.481761, -84.054396 33.514907, -84.044493 33.525776))",13217,GA,111744.0,2842.0,2543.3132875143183
Big Horn,"POLYGON ((-108.69962 45.348946, -108.682223 45.433132, -108.645325 45.464073, -108.316374 45.46050899999999, -108.316245 45.489503, -108.193191 45.489526, -108.069752 45.518535, -108.069572 45.783507, -108.047352 45.899479, -107.881846 45.899233, -107.881873 45.928149, -107.798821 45.956723, -107.798753 45.98568, -107.674468 45.98575899999999, -107.674454 46.04361, -107.511534 46.043403, -107.424929 46.043374, -107.425128 45.956674, -107.176358 45.956761, -107.17636 45.913323, -107.051946 45.913489, -107.052159 45.870052, -106.939095 45.870041, -106.939077 45.831608, -106.877217 45.831714, -106.9128 45.788221, -106.912959 45.683915, -106.727573 45.676469, -106.768676 45.352826, -106.768014 45.179728, -106.279709 45.179728, -106.263685 45.16672399999999, -106.263715092465 44.9937884330015, -106.888773 44.995885, -107.351441 45.001407, -107.911522788162 45.0015440046114, -107.997353 45.001565, -108.248525185308 45.0006298274175, -108.258603 45.00818, -108.217518 45.094115, -108.098054 45.220517, -108.699616 45.217709, -108.69962 45.348946))",30003,MT,13319.0,1331.0,9993.242735941136
Sheridan,"POLYGON ((-102.792110939839 43.0000362357704, -102.40864 42.999626, -102.082548043072 42.99914064039, -102.084961 42.785509, -102.066718 42.449413, -102.04028 42.096744, -102.006204 42.096338, -102.008562 42.008901, -102.06665 42.009195, -102.677582 42.005282, -102.697835 42.004843, -102.742269 42.092388, -102.749611 42.430454, -102.773366 42.439922, -102.773369 42.785265, -102.792659 42.785165, -102.792110939839 43.0000362357704))",31161,NE,5246.0,125.0,2382.767823103317
Webster,"POLYGON ((-98.726827 40.350398, -98.72394799999999 40.35039099999999, -98.27808999999999 40.350347, -98.27357099999999 40.350359, -98.27401705975291 40.0023374507299, -98.50445498363679 40.00237987673601, -98.613755 40.0024, -98.72637296393901 40.0023362731669, -98.726827 40.350398))",31181,NE,3487.0,112.0,3211.930025810152
Orleans,"POLYGON ((-78.46555118759609 43.3708954221664, -78.329374 43.373149, -78.145195 43.37551, -77.9955897949384 43.3653102556776, -77.99569799999999 43.284963, -77.99728999999999 43.132981, -78.46550499999999 43.128619, -78.46555118759609 43.3708954221664))",36073,NY,40352.0,393.0,973.9294210943696
Carteret,"POLYGON ((-77.161676 34.795075, -77.07826299999999 34.811322, -76.954438 34.809066, -76.883201 34.844893, -76.693018 34.86918, -76.65257099999999 34.937595, -76.71158 34.981768, -76.304136 35.201453, -76.06577399999999 35.124937, -76.01314499999999 35.061855, -76.137269 34.987858, -76.233088 34.905477, -76.31021 34.852309, -76.386804 34.784579, -76.45045399999999 34.71445, -76.535946 34.588577, -76.55380599999999 34.628252, -76.618719 34.67255, -76.726969 34.69669, -76.906257 34.68282, -77.11296439307679 34.6380928323915, -77.125646 34.756707, -77.16598599999999 34.785032, -77.161676 34.795075))",37031,NC,69473.0,1048.0,1508.4997049213364
Meigs,"POLYGON ((-82.306669 39.205494, -82.26858299999999 39.20376, -81.960882 39.188744, -81.7522970367401 39.1810347474059, -81.742953 39.106578, -81.7502668434263 39.1040311930998, -81.80785499999999 39.08397799999999, -81.79330399999999 39.040353, -81.775734 38.980737, -81.827354 38.945898, -81.89847 38.929603, -81.941829 38.993295, -82.00706199999999 39.029578, -82.041563 39.017878, -82.08906499999999 38.975978, -82.0988666505543 38.96087928449329, -82.09546499999999 39.002778, -82.322874 39.027674, -82.306669 39.205494))",39105,OH,22907.0,210.0,916.7503383245296
Wilkinson,"POLYGON ((-83.35768499999999 32.926141, -83.133847 33.007248, -83.07364799999999 32.946562, -83.027036 32.856133, -82.974265 32.839236, -82.955364 32.756461, -82.946966 32.759358, -82.957066 32.708318, -83.226536 32.584201, -83.40698999999999 32.89822, -83.35768499999999 32.926141))",13319,GA,8954.0,366.0,4087.5586330131787
Lipscomb,"POLYGON ((-100.546145126097 36.4995051393038, -100.311018 36.499688, -100.003761993368 36.4997018487376, -100.000406 36.499702, -100.000399 36.055677, -100.540221 36.056491, -100.546724 36.056536, -100.546145126097 36.4995051393038))",48295,TX,3233.0,68.0,2103.309619548407
Tillamook,"POLYGON ((-124.00977 45.047266, -123.975425 45.145476, -123.972919 45.216784, -123.962887 45.280218, -123.979715 45.347724, -123.960557 45.430778, -123.976544 45.489733, -123.947556 45.564878, -123.939005 45.66192299999999, -123.939448 45.70879499999999, -123.968563 45.757019, -123.966278384519 45.78308490354529, -123.720001 45.77308, -123.361622 45.779579, -123.361028 45.708696, -123.484726 45.708764, -123.423273 45.636176, -123.299438 45.607247, -123.461181 45.49156, -123.46488 45.433332, -123.463518 45.21631199999999, -123.78454 45.216294, -123.784218 45.076655, -123.724368 45.076226, -123.724663 45.044432, -124.010097209885 45.0449989594412, -124.00977 45.047266))",41057,OR,27036.0,70.0,258.9140405385412
Lincoln,"POLYGON ((-86.828301 35.263677, -86.746899 35.252878, -86.60261299999999 35.327013, -86.59947799999999 35.36495, -86.525306 35.354718, -86.52727999999999 35.311536, -86.39219199999999 35.235381, -86.36336299999999 35.12303, -86.318168 35.126986, -86.3187607654651 34.9910785804428, -86.467798 34.990692, -86.78362801716901 34.991924921992, -86.783648 34.991925, -86.83628631594951 34.992803004217, -86.828301 35.263677))",47103,TN,34366.0,897.0,2610.1379270208927
Franklin,"POLYGON ((-86.318168 35.126986, -86.30607599999999 35.231178, -86.24531499999999 35.324051, -86.261489 35.333579, -86.158018 35.362607, -86.02704 35.343837, -85.91359299999999 35.289189, -85.873025 35.223362, -85.86331899999999 35.21106, -85.8639461118069 34.9870308587481, -86.311274 34.991098, -86.3187607654651 34.9910785804428, -86.318168 35.126986))",47051,TN,42208.0,1295.0,3068.138741470811
St. Croix,"POLYGON ((-92.80291099999999 45.065403, -92.74050899999999 45.11339599999999, -92.743829979395 45.1236663641246, -92.766932 45.195111, -92.76609140867369 45.2100217024227, -92.156465 45.209554, -92.13611299999999 45.121388, -92.136348 44.857848, -92.76702326575189 44.8619767370977, -92.75080199999999 44.941567, -92.761904 45.022467, -92.80291099999999 45.065403))",55109,WI,90687.0,1786.0,1969.4112717368532
Hale,"POLYGON ((-87.81317799999999 32.810176, -87.831749 32.840505, -87.77473499999999 32.927424, -87.729941 32.949258, -87.71570899999999 33.006824, -87.421936 33.003379, -87.4212 32.874508, -87.472174 32.83062, -87.47391499999999 32.655867, -87.52519799999999 32.655713, -87.524485 32.482028, -87.72874399999999 32.480918, -87.728521 32.524532, -87.81255899999999 32.52456, -87.73692799999999 32.589689, -87.813401 32.633875, -87.808284 32.752372, -87.870464 32.762442, -87.81317799999999 32.810176))",01065,AL,14651.0,768.0,5241.963005938162
Chaffee,"POLYGON ((-106.577966 39.057908, -106.191006 39.056073, -106.110995 38.940099, -106.028138 38.942849, -105.925123 38.872178, -105.906587 38.806962, -105.96975 38.693551, -105.878122 38.60212, -105.908717 38.505631, -106.010751 38.446566, -106.042771 38.458267, -106.076535 38.423652, -106.24694 38.422768, -106.354185 38.533384, -106.379899 38.638483, -106.452126 38.698777, -106.417431 38.725675, -106.406987 38.829334, -106.326099 38.911004, -106.465032 38.910354, -106.554211 38.998711, -106.599214 38.997994, -106.577966 39.057908))",08015,CO,20356.0,391.0,1920.809589310277
Hardee,"POLYGON ((-82.054349 27.646382, -81.56353299999999 27.646645, -81.56406199999999 27.340641, -82.055753 27.338264, -82.054349 27.646382))",12049,FL,26937.0,1578.0,5858.113375654304
Fulton,"POLYGON ((-84.81586899999999 33.520249, -84.80893399999999 33.574085, -84.796536 33.595592, -84.630117 33.693116, -84.578132 33.743507, -84.48013399999999 33.817319, -84.45549299999999 33.826808, -84.46012899999999 33.851804, -84.442708 33.901543, -84.374743 33.985908, -84.418927 34.073298, -84.35230199999999 34.176717, -84.258743 34.185909, -84.258934 34.109539, -84.09769299999999 34.050708, -84.182023 33.997597, -84.262276 33.987405, -84.27709299999999 33.957614, -84.34741199999999 33.968109, -84.348315 33.890903, -84.348298 33.857486, -84.348091 33.845293, -84.350224 33.647908, -84.45772599999999 33.648866, -84.45805299999999 33.629241, -84.458556 33.594436, -84.458665 33.550933, -84.55685699999999 33.528405, -84.60954 33.502511, -84.62773399999999 33.511038, -84.69917799999999 33.511373, -84.850713 33.511457, -84.81586899999999 33.520249))",13121,GA,1063937.0,30838.0,2898.4798911965654
Pulaski,"POLYGON ((-83.615579 32.288556, -83.52345799999999 32.402288, -83.49803899999999 32.401715, -83.34652799999999 32.272489, -83.373931 32.249741, -83.291106 32.178825, -83.33731299999999 32.105885, -83.361113 32.124092, -83.608547 32.118405, -83.606213 32.275678, -83.615579 32.288556))",13235,GA,11137.0,335.0,3007.9913800844033
Pickens,"POLYGON ((-84.654366 34.548946, -84.50260999999999 34.563681, -84.467989 34.563488, -84.437226 34.54935, -84.371352 34.548495, -84.345553 34.562735, -84.31967899999999 34.467857, -84.256867 34.467327, -84.25758599999999 34.380992, -84.400774 34.373266, -84.424525 34.38707, -84.58262999999999 34.381492, -84.58283 34.412191, -84.653232 34.41259, -84.64443199999999 34.455789, -84.654366 34.548946))",13227,GA,32591.0,759.0,2328.863796753705
Douglas,"POLYGON ((-84.90168799999999 33.780703, -84.725477 33.788579, -84.72413899999999 33.80617, -84.623087 33.804786, -84.578132 33.743507, -84.630117 33.693116, -84.796536 33.595592, -84.80893399999999 33.574085, -84.905788 33.573378, -84.90168799999999 33.780703))",13097,GA,146343.0,4066.0,2778.4041600896526
Boise,"POLYGON ((-116.273069 44.151227, -116.213871 44.151387, -116.11249 44.147839, -116.103072 44.23640899999999, -115.520287 44.235356, -115.401408 44.259623, -115.357484 44.345959, -115.294614 44.339445, -115.178964 44.296521, -115.167684 44.20283999999999, -115.024181 44.155478, -115.04356 44.05882, -114.990777 43.949723, -115.067527 43.941275, -115.136209 43.983859, -115.181931 44.090533, -115.230528 44.098766, -115.19706 44.068993, -115.287226 43.93552, -115.508722 43.88485499999999, -115.547538 43.792667, -115.592796 43.798289, -115.625615 43.728255, -115.697508 43.665373, -115.797108 43.638608, -115.875927 43.591265, -115.975719 43.591438, -115.992799 43.595085, -116.263384 43.793792, -116.282019 43.807365, -116.273069 44.151227))",16015,ID,7831.0,75.0,957.7320904099093
Wright,"POLYGON ((-93.97171399999999 42.644707, -93.971238 42.907762, -93.498617 42.90851199999999, -93.49948499999999 42.5577, -93.971583 42.558139, -93.97171399999999 42.644707))",19197,IA,12562.0,718.0,5715.650374144245
Greene,"POLYGON ((-94.628806 42.209396, -94.397526 42.20916099999999, -94.164704 42.20992, -94.16413799999999 41.86324399999999, -94.28034 41.86299899999999, -94.62872399999999 41.862763, -94.628806 42.209396))",19073,IA,8888.0,186.0,2092.709270927093
Fountain,"POLYGON ((-87.440179 39.96117599999999, -87.406667 40.127508, -87.438755 40.16569399999999, -87.24489799999999 40.309252, -87.09214799999999 40.366612, -87.092563 40.214806, -87.09100599999999 39.953009, -87.420221 39.952452, -87.440179 39.96117599999999))",18045,IN,16346.0,320.0,1957.6654839104367
Dubois,"POLYGON ((-87.07236899999999 38.5147, -86.94766299999999 38.490453, -86.92418599999999 38.505358, -86.888634 38.494985, -86.837462 38.526468, -86.68235899999999 38.526378, -86.68142399999999 38.394767, -86.67951099999999 38.263086, -86.792152 38.2491, -86.79149699999999 38.20513, -87.01749 38.20358, -87.07306699999999 38.232596, -87.07236899999999 38.5147))",18037,IN,42736.0,1455.0,3404.623736428304
Pulaski,"POLYGON ((-84.901112 37.116297, -84.72071199999999 37.238328, -84.556461 37.355729, -84.502932 37.328801, -84.303191 37.166118, -84.28907599999999 37.15174, -84.303016 37.038396, -84.358024 36.9594, -84.416816 36.94692, -84.578158 36.867133, -84.679165 36.980914, -84.770172 36.957735, -84.835712 36.997612, -84.905778 37.047187, -84.901112 37.116297))",21199,KY,64979.0,983.0,1512.796441927392
Delaware,"POLYGON ((-91.60705899999999 42.643973, -91.13276599999999 42.645844, -91.13007899999999 42.295761, -91.36326299999999 42.296445, -91.596981 42.296408, -91.60705899999999 42.643973))",19055,IA,17011.0,771.0,4532.361413203222
Greenup,"POLYGON ((-83.11617699999999 38.539251, -83.024075 38.683306, -83.0303349312311 38.7168676766561, -83.011816 38.730057, -82.943147 38.74328, -82.88919299999999 38.756076, -82.88228999360931 38.7416192232696, -82.87119199999999 38.718377, -82.869592 38.678177, -82.851314 38.604334, -82.81154238465041 38.57236958956189, -82.800112 38.563183, -82.724846 38.5576, -82.675724 38.515504, -82.66411690751569 38.507715590257, -82.769047 38.433715, -82.810637 38.393024, -82.817454 38.373935, -82.970648 38.393666, -83.051751 38.465404, -83.16641899999999 38.503965, -83.11617699999999 38.539251))",21089,KY,35098.0,612.0,1743.6890990939655
Howard,"POLYGON ((-77.168801 39.353502, -77.16808 39.353957, -77.10167799999999 39.369296, -76.882274 39.350185, -76.793626 39.313655, -76.79379 39.265863, -76.717258 39.225479, -76.697085 39.214092, -76.712164 39.201933, -76.713346 39.193739, -76.722606 39.182857, -76.746544 39.179592, -76.765016 39.164837, -76.78151099999999 39.145498, -76.78696599999999 39.128782, -76.797403 39.122578, -76.813312 39.122464, -76.824608 39.117217, -76.82666499999999 39.109948, -76.840362 39.103142, -76.88850499999999 39.130967, -76.958517 39.134023, -76.97366599999999 39.162209, -77.07011199999999 39.254104, -77.134466 39.276834, -77.186937 39.339265, -77.168801 39.353502))",24027,MD,325690.0,5777.0,1773.7726058521907
West Baton Rouge,"POLYGON ((-91.485089 30.497138, -91.41476 30.511516, -91.30947499999999 30.650045, -91.33086999999999 30.658677, -91.31006099999999 30.653961, -91.297658 30.649548, -91.315282 30.594288, -91.24605799999999 30.535851, -91.28147799999999 30.506115, -91.20930799999999 30.522989, -91.197187 30.505668, -91.19611399999999 30.452699, -91.199056 30.422279, -91.23953399999999 30.351584, -91.142105 30.323293, -91.311285 30.322472, -91.325479 30.346806, -91.45329 30.474924, -91.485089 30.497138))",22121,LA,26465.0,960.0,3627.432457963348
Valley,"POLYGON ((-99.21201599999999 41.740613, -98.75913299999999 41.740382, -98.752225 41.740372, -98.75155799999999 41.394084, -99.203261 41.39414, -99.21239399999999 41.40867799999999, -99.21201599999999 41.740613))",31175,NE,4158.0,82.0,1972.101972101972
Boone,"POLYGON ((-98.295602 41.914954, -97.833288 41.916286, -97.83049299999999 41.742238, -97.82984599999999 41.526174, -98.04132799999999 41.510534, -98.09952299999999 41.480777, -98.291344 41.48072699999999, -98.29096 41.725965, -98.29576 41.741178, -98.295602 41.914954))",31011,NE,5192.0,143.0,2754.237288135593
Lancaster,"POLYGON ((-96.913493 40.697948, -96.91104899999999 40.714102, -96.91094 41.046116, -96.908507 41.046091, -96.463869 41.045083, -96.46386099999999 41.016069, -96.463764 40.78396, -96.46363199999999 40.523013, -96.91263699999999 40.523625, -96.913493 40.697948))",31109,NE,319090.0,8722.0,2733.39810084929
Lincoln,"POLYGON ((-106.37366 33.660504, -106.052718 33.650297, -106.052662 33.825606, -105.924685 33.825624, -105.925968 34.25999, -105.313218 34.260031, -105.313072 34.347205, -104.891745 34.347043, -104.893377 34.088407, -104.892433 33.398199, -104.88513 33.305827, -104.905424 33.138904, -105.316968 33.132303, -105.317376 33.305977, -105.725957 33.304834, -105.727171 33.390633, -106.34571 33.390595, -106.371895 33.391821, -106.372797 33.479875, -106.37366 33.660504))",35027,NM,19572.0,362.0,1849.5810341303904
Butler,"POLYGON ((-80.166472 41.00092799999999, -80.098294 41.071054, -80.08200699999999 41.085033, -79.99977899999999 41.171861, -79.88554599999999 41.172463, -79.69498399999999 41.172865, -79.69071099999999 41.170691, -79.69292999999999 40.669744, -79.78635799999999 40.671543, -79.828636 40.671073, -80.068355 40.674167, -80.14868199999999 40.674281, -80.15158099999999 40.72407, -80.15853 40.855096, -80.166472 41.00092799999999))",42019,PA,187853.0,1602.0,852.7944722735331
Chester,"POLYGON ((-81.478454 34.821509, -80.89821499999999 34.820746, -80.876121 34.788047, -80.86027399999999 34.695847, -80.896406 34.631781, -80.87749099999999 34.543146, -81.42270599999999 34.572029, -81.41589399999999 34.633589, -81.488275 34.733038, -81.478454 34.821509))",45023,SC,32244.0,1215.0,3768.142910308895
Benton,"POLYGON ((-88.212559 36.12029, -88.085167 36.254161, -88.087082 36.267898, -88.09166999999999 36.275198, -88.09252599999999 36.281033, -88.08885099999999 36.288556, -88.09371 36.293028, -88.09078199999999 36.29485, -88.10266 36.310933, -88.092269 36.340315, -88.095868 36.359265, -88.031779 36.359809, -87.99092 36.360133, -87.98074 36.353307, -87.944295 36.264177, -87.949603 36.24316, -87.919043 36.130049, -88.02239 35.965818, -87.92583499999999 35.930432, -87.96274 35.840921, -87.970738 35.815705, -88.051772 35.849975, -88.177859 35.845841, -88.21743599999999 35.846582, -88.212559 36.12029))",47005,TN,16160.0,419.0,2592.8217821782177
Harris,"POLYGON ((-95.844741 30.088914, -95.80333 30.090096, -95.69121299999999 30.098728, -95.57463 30.151783, -95.55142099999999 30.170606, -95.491123 30.110368, -95.40544299999999 30.092076, -95.292681 30.027761, -95.09670799999999 30.167214, -95.035692 30.005064, -95.02677199999999 29.996739, -94.99983399999999 29.991322, -94.98146 29.884276, -94.90866299999999 29.82607, -94.91381299999999 29.7663, -95.015039 29.63195, -95.01820499999999 29.554597, -95.06506499999999 29.558478, -95.11713899999999 29.508031, -95.163927 29.498051, -95.20098499999999 29.563212, -95.21642199999999 29.55608, -95.253856 29.553778, -95.28649299999999 29.597886, -95.297411 29.596522, -95.33114599999999 29.599108, -95.42411799999999 29.580233, -95.44633899999999 29.590698, -95.57134499999999 29.648741, -95.621848 29.673572, -95.68708199999999 29.710078, -95.688349 29.710862, -95.751446 29.746472, -95.82621999999999 29.78828, -95.96073299999999 30.163415, -95.844741 30.088914))",48201,TX,4713325.0,158379.0,3360.239321498093
Hays,"POLYGON ((-98.17297699999999 30.356312, -97.85722199999999 30.13124, -97.85716099999999 30.131196, -97.813018 30.098613, -97.781369 30.07567, -97.71021499999999 30.024499, -97.712548 30.020613, -97.899238 29.857583, -97.875259 29.858208, -97.94356399999999 29.806914, -97.99927099999999 29.752444, -98.01518 29.801485, -98.030523 29.848539, -98.12127 29.912844, -98.2976 30.037994, -98.17297699999999 30.356312))",48209,TX,230191.0,6287.0,2731.210168946657
Lee,"POLYGON ((-97.334463 30.402843, -97.155219 30.457344, -96.963629 30.557169, -96.91890199999999 30.539212, -96.87711 30.447945, -96.74367199999999 30.319757, -96.640883 30.296786, -96.73446899999999 30.241229, -96.794552 30.160545, -96.845857 30.116027, -97.018379 30.032406, -97.024461 30.051435, -97.081834 30.259357, -97.158811 30.310695, -97.199578 30.337833, -97.251707 30.362848, -97.334463 30.402843))",48287,TX,17239.0,239.0,1386.3913220024363
Stephens,"POLYGON ((-99.095956 32.707581, -99.09601599999999 32.957037, -98.950875 32.956918, -98.575616 32.954349, -98.57602299999999 32.733834, -98.576256 32.515163, -99.09604999999999 32.514768, -99.095956 32.707581))",48429,TX,9366.0,160.0,1708.306641042067
Angelina,"POLYGON ((-95.003345 31.42571, -94.86585699999999 31.526916, -94.728679 31.457226, -94.54512099999999 31.431855, -94.53135999999999 31.39854, -94.495874 31.405728, -94.449422 31.321337, -94.396017 31.302356, -94.326616 31.224754, -94.218997 31.173265, -94.129632 31.09928, -94.45781599999999 31.033325, -94.526629 31.055722, -94.561943 31.058952, -94.57367499999999 31.068432, -94.73859399999999 31.10369, -94.842947 31.146578, -94.860501 31.234955, -94.95810999999999 31.38693, -94.97671799999999 31.409145, -95.003345 31.42571))",48005,TX,86715.0,2277.0,2625.843279709393
Cherokee,"POLYGON ((-95.459908 32.135559, -94.98527199999999 32.137989, -94.98503699999999 31.846193, -94.93753199999999 31.845555, -94.978128 31.793294, -94.92421899999999 31.579487, -94.86585699999999 31.526916, -95.003345 31.42571, -95.101382 31.469887, -95.09996599999999 31.518869, -95.168784 31.583755, -95.273203 31.592886, -95.258859 31.609959, -95.27584899999999 31.657229, -95.396531 31.765266, -95.412908 31.835157, -95.446747 31.843116, -95.42383199999999 31.932009, -95.446449 31.998517, -95.428512 32.084475, -95.459908 32.135559))",48073,TX,52646.0,1626.0,3088.55373627626
